Date,Headliner,Genre_Headliner,Opener,Venue,"City, State",Who,Reference,,,City,State,,_Full Date,Month,Day,Year,Day of Week,,Opener_,Opener_1,Opener_2,Opener_3,Opener_4,Opener_5,Opener_6,Opener_7,Opener_8,Opener_9,Opener_10,Opener_11,Opener_12,Opener_13,Opener_14,Opener_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/1993,Adam Ant,New Wave,,The Coach House,"San Juan Capistrano, California","Mike, Dori",https://www.concertarchives.org/concerts/adam-ant-4b74ed36-29ab-4759-9fe7-39cea7e19871,,,San Juan Capistrano, California,,February 26 1993,February,26,1993,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/1993,Peter Gabriel,Art Rock,,Olympic Velodrome,"Carson, California","Mike, Dori",,,,Carson, California,,September 18 1993,September,18,1993,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/1993,Tears For Fears,New Wave,,Universal Amphitheater ,"Los Angeles, California","Mike, Dori",https://www.setlist.fm/setlist/tears-for-fears/1993/universal-amphitheatre-universal-city-ca-23dd347b.html,,,Los Angeles, California,,November 4 1993,November,4,1993,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/1995,Violent Femmes,Alternative,,Hollywood Palladium,"Hollywood, California","Mike, Dori, Bruce",https://www.concertarchives.org/concerts/violent-femmes-deb0d821-f150-4a40-a727-d89ebc259086,,,Hollywood, California,,February 4 1995,February,4,1995,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/1995,Brian Setzer Orchestra,Swing,,Hard Rock Cafe,"Newport Beach, California","Mike, Dori",https://www.setlist.fm/setlist/the-brian-setzer-orchestra/1995/hard-rock-cafe-newport-beach-ca-3392381d.html,,,Newport Beach, California,,March 26 1995,March,26,1995,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/1995,Big Audio Dynamite,New Wave,"John Doe,Jane Weidlin",The Galaxy Theatre,"Santa Ana, California","Mike, Dori",https://www.setlist.fm/setlist/big-audio-dynamite/1995/galaxy-theatre-santa-ana-ca-2b8b7026.html,,,Santa Ana, California,,October 30 1995,October,30,1995,Monday,,John Doe,Jane Weidlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/1995,Jimmy Buffett,Gulf and Western Country Rock,,Irvine Meadows,"Irvine, California","Mike, Dori",,,,Irvine, California,,October 14 1995,October,14,1995,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/1998,Pat DiNizio,Pop Rock,,The Coach House,"San Juan Capistrano, California","Mike, Dori",https://www.setlist.fm/setlist/pat-dinizio/1998/the-coach-house-san-juan-capistrano-ca-438ae3ab.html,,,San Juan Capistrano, California,,February 11 1998,February,11,1998,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/1997,Jimmy Buffett,Gulf and Western Country Rock,,Irvine Meadows,"Irvine, California","Mike, Sue",,,,Irvine, California,,October 25 1997,October,25,1997,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/1999,The Art of Noise,Sythpop,,Paradise Rock Club,"Boston, Massachusetts",Mike,https://www.setlist.fm/setlist/art-of-noise/1999/paradise-rock-club-boston-ma-5b8efba8.html,,,Boston, Massachusetts,,October 13 1999,October,13,1999,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2000,Brian Setzer ’68 Comeback Special,Rockabilly,,The Coach House,"San Juan Capistrano, California","Mike, Dori",https://www.setlist.fm/setlist/brian-setzer-68-comeback-special/2000/the-coach-house-san-juan-capistrano-ca-b93b14a.html,,,San Juan Capistrano, California,,November 17 2000,November,17,2000,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2001,Elton John,Soft Rock,Billy Joel,Kia Forum,"Inglewood, California",Dori,,,,Inglewood, California,,February 11 2001,February,11,2001,Sunday,,Billy Joel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2002,Brian Setzer Orchestra,Swing,Richard Cheese & Lounge Against the Machine,Universal Amphitheater ,"Los Angeles, California","Mike, Dori",https://www.concertarchives.org/concerts/brian-setzer-orchestra-richard-cheese-lounge-against-the-machine,,,Los Angeles, California,,December 21 2002,December,21,2002,Saturday,,Richard Cheese & Lounge Against the Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2003,Peter Gabriel,Art Rock,,Irvine Meadows,"Irvine, California","Mike, Dori, Kevin, Andi",https://www.concertarchives.org/concerts/peter-gabriel-64442961-9950-4878-90b2-f7ce2bd51a8a,,,Irvine, California,,June 8 2003,June,8,2003,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2003,The Human League,New Wave,The English Beat,The Grove of Anaheim,"Anaheim, California","Mike, Dori",https://www.concertarchives.org/concerts/the-human-league-66985b97-e59a-4a41-b2a8-7f145fed8f1e and https://www.setlist.fm/setlist/the-beat-starring-dave-wakeling/2003/the-grove-of-anaheim-anaheim-ca-538c271d.html,,,Anaheim, California,,August 24 2003,August,24,2003,Sunday,,The English Beat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2003,Joe Jackson,New Wave Pop,,House of Blues Anaheim,"Anaheim, California","Mike, Dori",https://www.setlist.fm/setlist/joe-jackson/2003/house-of-blues-anaheim-ca-53eb47b9.html,,,Anaheim, California,,August 29 2003,August,29,2003,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2003,The Cure,New Wave,"Marc Almond,Berlin,Bow Wow Wow,Dashboard Confessional,Dramarama,Duran Duran,Echo and the Bunnymen,Fountains of Wayne,The English Beat,Hot Hot Heat,Interpol,Kings of Leon,Psychedelic Furs,Violent Femmes",Hyundai Pavilion,"San Bernardino, California","Mike, Dori, Kevin, Andi",https://www.setlist.fm/setlist/the-cure/2003/hyundai-pavilion-san-bernardino-ca-2bd7e0ea.html,,,San Bernardino, California,,September 20 2003,September,20,2003,Saturday,,Marc Almond,Berlin,Bow Wow Wow,Dashboard Confessional,Dramarama,Duran Duran,Echo and the Bunnymen,Fountains of Wayne,The English Beat,Hot Hot Heat,Interpol,Kings of Leon,Psychedelic Furs,Violent Femmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2005,Social Distortion,Punk,,Hard Rock Hotel Las Vegas,"Las Vegas, Nevada","Mike, Doug, Kevin, Bruce",https://www.concertarchives.org/concerts/social-distortion-6d4ba3cf-007d-4666-9038-a55719fe5b07,,,Las Vegas, Nevada,,March 23 2005,March,23,2005,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2005,Garbage,Alternative,,Pacific Amphitheatre,"Costa Mesa, California","Mike, Dori",https://www.concertarchives.org/concerts/garbage-69bf1e23-9f21-4cec-8e0a-56c9c8cb744f,,,Costa Mesa, California,,July 27 2005,July,27,2005,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2005,Depeche Mode,New Wave,Raveonettes,Staples Center,"Los Angeles, California","Mike, Kevin",,,,Los Angeles, California,,November 22 2005,November,22,2005,Tuesday,,Raveonettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2005,Tears For Fears,New Wave,Dirty Vegas,Universal Amphitheater ,"Los Angeles, California","Mike, Kevin",https://www.concertarchives.org/concerts/tears-for-fears-d9c631c1-1ed1-48d0-a3fe-8d9b8090ebf8,,,Los Angeles, California,,November 23 2005,November,23,2005,Wednesday,,Dirty Vegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2006,Howard Jones,New Wave,,The Coach House,"San Juan Capistrano, California","Mike, Dori",https://www.concertarchives.org/concerts/howard-jones-8a9522cc-8d4d-4e56-b825-315b78f76131,,,San Juan Capistrano, California,,February 2 2006,February,2,2006,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2006,Devo,New Wave,"Bow Wow Wow,Flock of Seagulls,When In Rome",The Grove of Anaheim,"Anaheim, California","Mike, Dori",https://www.setlist.fm/setlist/devo/2006/the-grove-of-anaheim-anaheim-ca-4bd25386.html,,,Anaheim, California,,October 27 2006,October,27,2006,Friday,,Bow Wow Wow,Flock of Seagulls,When In Rome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2007,The Tubes,Classic Rock,,The Coach House,"San Juan Capistrano, California",Mike,,,,San Juan Capistrano, California,,February 10 2007,February,10,2007,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2007,Berlin,New Wave,,The Coach House,"San Juan Capistrano, California","Mike, Dori",,,,San Juan Capistrano, California,,June 2 2007,June,2,2007,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2008,Duran Duran,New Romantic,,Nokia Center,"Los Angeles, California","Mike, Dori",,,,Los Angeles, California,,May 4 2008,May,4,2008,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2008,Stray Cats,Rockabilly,Hot Rod Lincoln,Pacific Amphitheatre,"Costa Mesa, California","Mike, Dori",,,,Costa Mesa, California,,July 22 2008,July,22,2008,Tuesday,,Hot Rod Lincoln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2008,Yaz,New Wave,The Psychedelic Furs,Pacific Amphitheatre,"Costa Mesa, California","Mike, Dori",,,,Costa Mesa, California,,July 24 2008,July,24,2008,Thursday,,The Psychedelic Furs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2008,The English Beat,Ska,,The Coach House,"San Juan Capistrano, California","Mike, Dori",,,,San Juan Capistrano, California,,September 6 2008,September,6,2008,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2008,Berlin,New Wave,,The Coach House,"San Juan Capistrano, California","Mike, Dori",,,,San Juan Capistrano, California,,November 28 2008,November,28,2008,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2008,Mike Ness,Rockabilly,,The Coach House,"San Juan Capistrano, California",Mike,,,,San Juan Capistrano, California,,December 9 2008,December,9,2008,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2009,Brian Setzer and the Nashvillians,Rockabilly,Keb Mo,Doheny,"Dana Point, California","Mike, Dori, Nick, Alex",https://www.setlist.fm/festival/2009/doheny-blues-festival-2009-5bd63bfc.html,,,Dana Point, California,,May 16 2009,May,16,2009,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2009,Rob Thomas,Pop Rock,,EagleBank Arena,"Fairfax, Virginia",Dori,,,,Fairfax, Virginia,,November 10 2009,November,10,2009,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2010,The English Beat,Ska,Fishbone,9:30 Club,"Washington, District of Columbia","Mike, Dori",https://www.concertarchives.org/concerts/the-english-beat-fishbone-outlaw-nation-3e7ee4ff-8daf-4141-9c47-afc15257f156,,,Washington, District of Columbia,,February 22 2010,February,22,2010,Monday,,Fishbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2010,Echo and the Bunnymen,New Wave,"Hatcham Social,Kelley Stoltz",The Black Cat,"Washington, District of Columbia",Mike,https://www.concertarchives.org/concerts/echo-the-bunnymen-hatcham-social-kelley-stoltz-d0285d7a-7a8c-4bbe-99ee-679ead203306,,,Washington, District of Columbia,,April 30 2010,April,30,2010,Friday,,Hatcham Social,Kelley Stoltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2010,Social Distortion,Punk,,9:30 Club,"Washington, District of Columbia","Mike, Dori",,,,Washington, District of Columbia,,October 26 2010,October,26,2010,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2011,Bad Religion,Punk,Rise Against,9:30 Club,"Washington, District of Columbia","Mike, Dori",https://www.concertarchives.org/concerts/rise-against-with-bad-religion-and-four-year-strong-at-9-30-club-april-26-2011,,,Washington, District of Columbia,,April 26 2011,April,26,2011,Tuesday,,Rise Against,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2011,The Dollyrots,Pop Punk,Bowling for Soup,The Ballroom,"Baltimore, Maryland","Mike, Dori",https://www.concertarchives.org/concerts/ott-sub-swara-bowling-for-soup-the-dollyrots-thenewdeal,,,Baltimore, Maryland,,May 6 2011,May,6,2011,Friday,,Bowling for Soup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2011,The Go Go's,New Wave,The Dollyrots,Wolftrap,"Vienna, Virginia","Mike, Dori",,,,Vienna, Virginia,,June 10 2011,June,10,2011,Friday,,The Dollyrots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2012,Squeeze,New Wave Pop,The English Beat,Rams Head Live! Baltimore,"Baltimore, Maryland","Mike, Dori",,,,Baltimore, Maryland,,April 24 2012,April,24,2012,Tuesday,,The English Beat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2012,The Red Hot Chilli Peppers,Funk Rock,Sleigh Bells,Capitol One Arena,"Washington, District of Columbia","Mike, Dori",,,,Washington, District of Columbia,,May 10 2012,May,10,2012,Thursday,,Sleigh Bells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2012,The Cult,New Wave,Against Me!,The Fillmore Silver Spring,"Silver Spring, Maryland","Mike, Dori",,,,Silver Spring, Maryland,,June 12 2012,June,12,2012,Tuesday,,Against Me!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2012,Howard Jones,New Wave,,Howard Theater,"Washington, District of Columbia","Mike, Dori",https://www.concertarchives.org/concerts/howard-jones-2b3f12ac-9dc2-4559-9ad9-ef571208c0aa,,,Washington, District of Columbia,,July 5 2012,July,5,2012,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
